content,label,title,author,s_area_id
之前買了部海爾55的4k電視電視，系統太卡了，果斷退貨，對比了小米樂視，同價位，性價比最高的是微鯨，最主要的是小米的電視介面在後面，掛在牆上太不方便，於是618活動果斷入手微鯨，用了幾天才來評價曬圖，速度快，畫面不錯，ips硬屏感覺不夠硬，按螢幕還是有水紋，最大缺點就是資源不多，有些搜出來，看不了，老提示看不了，希望能改善,negative,,,
第一次買微鯨電視，整體感覺電視不錯性價比高，但是有一點感覺有點霸王條款，系統自動更新，不能進行選擇是否升級！整體滿意！我家客廳有點小，剛裝上看一會兒還有點暈可能太清晰了。再就是京東的配貨速度相當6！給??????！,negative,,,
很好，非常不錯的電視。完美屏，除了介面不能把自己下的應用放到最上面。建議改進系統。,negative,,,
開始準備選擇小米的，後來朋友介紹微鯨很不錯，自己也看了知乎貼吧的一些評論和測評，然後就選擇了微鯨。到貨後比我想像中大了好多，也很薄，顯示效果相當給力，送的掛架也不錯，安裝師傅還沒到，投屏很給力，手機看片投到電視很震撼好給力，你懂的。最關鍵有一年只換不修，還有誰。送的會員也不錯，資源很多，語音辨識很快，識別模型有待優化，有些資源明明有但沒搜索到，後臺系統標籤不夠細，加油,negative,,,
50寸也沒有很大 顏色偏黃 音效很差 之前買的55寸特別好 感覺微鯨開始不走心了,negative,,,
搬新家準備買電視好久了，度娘上查JD上比國產幾個知名品牌和大法夏普低端系列之間比對_曲面還是普通直面幾度選擇崩潰！好吧互聯網新貴電視裡選一下：小米、樂視又要選擇苦難症了！前幾天老婆說她同事買了微鯨電視聽說不錯！微鯨？什麼gui？沒聽過！開始度娘瞭解又去各論壇看評測好吧就這麼訂了不為別的就是相信產品應該不會讓我失望！清空之前放在購物車的其它品牌型號！就它了！送貨過程中由於自己家裡臨時有事有點兒小曲折，感謝平臺的及時處理。今天順利到貨！送貨小哥非常熱情協助開箱檢查！完美！太完美！想告訴準備入手的朋友：非常超值！夠大夠薄夠清晰！,negative,,,
電視到貨是自己安裝的，裝好了效果不錯不比合資的要差，一開始家裡人認為微鯨就是個雜牌電視，但實際用下來感覺還是不錯的，有很多人性化上的設計，也希望國產自主品牌能越做越好,negative,,,
非常不錯，第三次買了 這次介紹給同學的。起先，知名度不高 懷著忐忑的心情，結果一直好，就是掛架比較貴，年費還漲了199，現在299了。,negative,,,
新電視拆開就開不了機，本來是想退 無奈牆上的掛架已經打洞安好了，只能申請換，現在還沒接到換貨的電話 還是選大牌子吧,negative,,,
以前沒聽說過微鯨這個牌子，最近打算買電視才開始瞭解電視品牌，有互聯網品牌也有老品牌，之前一直想買小米但是小米品控不是很好，電視手機漏光層出不窮，還有開關機廣告因此放棄，經過半個月對比正好微鯨降價2998果斷下手，配送師傅次日晌午來送的，服務態度很是不錯，還幫我們安裝調試好才走的，給師傅點贊，電視也格外清楚，語音辨識也不錯，其他功能等到時候追評，遙控器感覺有點迷你，電視說明書也好簡潔，總體來說不錯，相信京東,negative,,,
大氣，上檔次，性價比超高，簡直就是一次夢幻般購物之旅，對京東再次大幅度加分，。當然了圖片大家也都看見了，我的電視櫃原先是放25吋的，現在放了這個大傢伙哦，謔，謔，我的電視櫃怎麼變得這麼小了泥？？！真的是剛剛能放下，真的，電視掛架還沒到，很奇怪為什麼不一起送。來了之後，掛上之後應該更加給力。然後捏，電視本身更是沒的說，完全符合我的預期，溢美之詞不再贅述，。千言萬語匯做一句，微鯨，給力VABLE！！！！,negative,,,
第一次嘗試微鯨電視，原來的電視壞了，本來想買樂視的，一直沒買，幸好一直下不定決心，偶爾在一出電視劇裡看到這款電視，感覺挺方便的，上京東看，剛好618特價，馬上就預約購買了，本來是14號送貨，13號就送了，雖然快遞小哥態度有點差，但不影響產品品質，之前看過好多評論，真可謂好評如潮！回來自己安裝試了一下效果，真心不錯，自己在調試的客服人員一直在耐心回答我的各種問題，在此真心感謝！語音辨識遙控很好玩，小屁孩拿到樂壞了！整體來說性價比超高！可以連Wi-Fi，真真的高科技產品！以後再也不用搬著手機追電視劇了,negative,,,
電視還可以，速度挺快的，但是開機用的時間久了就會卡，無線投屏反應慢。這可能是安卓的通病吧，家裡那台投影儀也是這樣。還有，電視可視角度不錯，之前有人說45度發白，嚇得我差點沒買，估計他的是品質問題。第一次開機更新一下系統到最新版本，以後開機就快了，大概幾十秒，沒什麼好在意的。唯一想給差評的地方竟然是京東的物流服務，下單後，不知道是需要先預約才能發貨，結果沒接到預約客服電話，他們就給我推遲兩天發，後來我主動聯繫客服要求不能推遲發，竟然沒一個客服能給我解決問題，都是敷衍我。能找的都找了，花了兩天時間給客服解釋，打了很多電話也沒用，真是有種投訴無門的感覺。就因為沒接到你們的電話，就活該推遲兩天嗎？你們的物流怎麼那麼死板？本來是要給五星的，說著說著來氣了，果斷1星。本來打算買來後好不好都退的，來解解氣。結果還是沒退，因為電視本身確實還滿意，就是憋著氣很不爽。,negative,,,
電視沒什麼問題，就是不能和掛架同一天到，且物流方面有點慢，早上打電話問送貨師傅他說下午送，結果下午問他說還有8個地方的單子才到我，結果等到快晚上十點才到我家，然後送貨師傅只有一個，家裡沒電梯而且是9樓，開始師傅不太願意搬上去的，然後說服了他才搬上去，到家後也不等我開箱驗貨就趕著走了。,negative,,,
電視送來還沒安裝，價格還是比較合理的，唯一要吐槽的是贈送的支架只能送到電視的收貨位址，由於是剛裝修好，平時不會過去，所以還要特地跑一趟拿支架。其實既然贈送了可以服務更完善一點，不一定要同一個位址，或者讓安裝的師傅直接帶過來，只不過後臺系統處理事情多一點，這個也是服務。,negative,,,
東西可以，配送物流對接不好。需望改進。,negative,,,
好好好非常好 物流超級快18號零點買當天下午就到 就是配送員速度真的太慢了約好了19號下午2_3點過來等到快6點 不要壁掛真的推薦自己安裝很容易的總之很滿意的一次購物,negative,,,
快遞員態度不好,negative,,,
螢幕邊框挺窄的，很薄外觀不錯 畫質什麼的因為還沒入住就先不做評價了 吐槽一下物流日日順體驗太差 私自修改配送時間 早上不送貨態度也不好讓我幫他一起搬還一直在那指手畫腳的 把自己當大爺呢氣人 不過電視還是不錯的,negative,,,
首先買之前對比了樂視、小米、暴風等品牌，幾者各有千秋，樂視配置比較高（3g+16g）的，而且處理器架構是A72，但螢幕是全高清的，超清的價位較高；小米4A55寸的也不錯，只是標配版(是2g+8g)；暴風的可分離升級，功能強大，價位合適，真心不錯，但缺少地面波介面。綜合考慮所以選擇這款微鯨的了！(就是應該加強物流配送速度和送貨員的專業水準)！,negative,,,
送之前跟客服說了提前兩小時叫師傅聯繫我 結果師傅打電話過來說要直接送來 立馬從單位趕回家結果等了送貨師傅將近一個小時 期間打了無數個電話 有被掛斷的有不接的 聯繫京東客服也沒人回應 然後好不容易送貨上門了 態度還不好 真的是醉了,negative,,,
臥室一直想換一台43的，看了很多牌子，對比了很多，突然發現了微鯨這個牌子，京東評分很高，然後仔細研究了一下配置，其實也不是很懂，哈哈，反正最終還是在618選擇了微鯨。首先，京東發貨確實挺快的，但是送貨有點噁心，差評。其次，送貨不影響電視機的品質，拿到當晚就試了機子，投屏，華數，下載keep健身APP，會員看電影，都很流暢，開機速度確實有點慢只能歸結于智慧機吧。而那些杜比4k什麼的還沒那種特殊要求，平時看看電視電影已經足夠了618活動也很划算。最後希望會員可以看更多電視電影咯，機子持續好下去咯。,negative,,,
物流不給力，新家暫時沒有住人，也不提前聯繫就直接送貨。搞的我來回折騰好幾次。電視還不錯。,negative,,,
先吐槽一下，618買了4大件，一個疏忽把位址弄錯了發單位了，其他3件都可以改位址，就你們微鯨不能改，害我退貨重拍白白浪費一張優惠券。電視機總體還是不錯的因為還未拉網，其他功能等待驗證,negative,,,
想不到今天下午就到貨了，驚歎京東的送貨快速。開機測試竟然碰到了問題，原來送貨員沒有搞清楚開關，按錯了後面的原型按鈕，真是醉了，差點就退貨了，好在最後有驚無險。電視目前看來還是蠻驚豔的，速度非常快，就是喇叭好像一般，這款難道沒有HiFi和杜比嗎？會員申請需要電視系統更新後才能申請，希望後期買家可以借鑒。,negative,,,
這是第一次在京東買大件電器，結果就是一次糟心的經歷。618下單以後，電視第一次兩三天倒是給送到了，但是我在家裡還沒收到的時候，送貨人員就給我點了簽收的確認，我立馬打電話，他說就在我樓下，先點了沒事。我說萬一通電有問題呢？上來之後打開之後，電視黑屏開不了機，給客服打電話，廠家教了半天各種辦法都不好使，,negative,,,
1、先說說物流，我是六一下單說六三送貨，六二的時候還打電話跟我們確認六三送貨讓在家侯著，額從早上八點半侯到晚上九點半，中間無數次的爽約，一再延遲，最終晚上九點半收到了電視（詳見通話截圖）。想建議下京東的劉大老闆，最後幾公里的配送能力能跟的上嗎，加強一下時間承諾服務品質！ 2、電視外觀，電視實物確實比感覺中的龐大，做工算是精緻，外觀漂亮大方，滿意。 3、電視清晰度，大部分的信號源不是高清，所以感覺不到4K高清有點，嘗試觀看了幾個4K片源，確實比原來清楚些，但沒有理想中的高清。 4、電視音響效果，沒有突出之處，和普通電視基本無差異。 總結：此電視基本上滿意。所謂一分價錢一分貨，畢竟55的電視就3k的價格，講究著看還行，要追求稍高的夥計建議慎重。播放過程中貌似有略微的卡頓，現在還沒什深入研究是電視問題還是節目源問題，暫不評論。,negative,,,
1:6.1淩晨拍的，6.2電視就已經到了，只是到6.3才送到家。送貨速度給四星是希望能6.2就能夠送貨上門。 2:希望當天送貨前能給客戶打個電話，因為大家都忙著工作。以便客戶有所準備回去接收。這也是給四星的原因。3:掛架是贈送的沒一起送到不人性化。這點超級差評。4:喜歡微鯨這是第二台。,negative,,,
618搶的，搶完就降價了，掛架等了七天才發過來，當初說的100E卡也沒有，客服也不理人，對客服真是沒有好感。,negative,,,
618下單，配送服務不好，處理很慢，送貨的師傅很棒。,negative,,,
6月10日準時搶到，還送了掛架，掛架還沒打，由於活動時間比較多單送貨慢了一點還是可以接受，。電視不錯，底座是金屬的，很容易安裝，自己幾分鐘就裝好了。本來打算選小米，由於反人類的插口位置，最後選擇了微鯨電視，雖然微鯨比小米貴了50。這款電視圖像清晰美觀合用，物美價廉，很不錯的電視，值得推薦。以後還有什麼再來追評,negative,,,
不錯，618買的，約到6月24號配送，之前給弟弟買過一台50寸的微鯨，感覺不錯，這次買了這個55寸的，中規中矩吧，螢幕沒有看到漏光，介面比較齊全，可以接我的play5。吐槽下送的掛架，電視收貨後才發貨，送到的時候新裝修的房子裡又沒人，還得特地開車過來取一下。,negative,,,
趁618京東周年給家裡換部電視機，考慮過樂視，暴風等等，後來對比一下，果斷下手微鯨，性價比高。可惜今次購物以配送速度取勝的京東今次讓人失望，說好的20號送達，結果到25號。到手安排很簡單，對電視機評價很滿意！,negative,,,
第一次接觸微鯨這個牌子，總體感覺很好，螢幕清晰度可以，做工也不錯，看電影非常棒，就是下單後第三天才收到貨，害我焦急等待了二天半，送的會員還不錯，可惜只有1年，配置方面也挺高的，希望能經久耐用！追求性價比的朋友不容錯過！,negative,,,
電視不錯，比較清晰，值得好評，物流有點慢，照片就不曬了,negative,,,
電視不錯，就物流慢了。送的太慢，說好送的電話掛架也沒得。。。,negative,,,
電視還不錯，做工一般，電源開關處還有一層黑色的墊子露外面的，有點掉檔次，聲音效果一般，物流慢，慢的讓人想退貨,negative,,,
電視機太差了，系統反應好慢，圖像解析度也不行，送的藍牙手柄也連接不上，說好的手機投屏功能也用不了。客服態度惡劣，多問幾句就不耐煩。發的申通快遞也慢得要死。勸大家別買！真是花錢買氣受！氣死我了,negative,,,
電視沒什麼問題，就是不能和掛架同一天到，且物流方面有點慢，早上打電話問送貨師傅他說下午送，結果下午問他說還有8個地方的單子才到我，結果等到快晚上十點才到我家，然後送貨師傅只有一個，家裡沒電梯而且是9樓，開始師傅不太願意搬上去的，然後說服了他才搬上去，到家後也不等我開箱驗貨就趕著走了。,negative,,,
電視效果還不錯，性價比可以接受，剛開始播放高清片源時，有一點卡。電視放在桌子上，稍微有點單薄，有孩子還得掛起來比較安全。快遞稍微有點慢，不過事出有因，總體說的過去吧。,negative,,,
電視暫時看著還可以，就是螢幕上有點髒，賣家服務態度很好，就是配送的東西太慢了，半個多月了還沒收到贈品呢,negative,,,
"非常驚豔！這種價位能買到這麼好的電視，感覺物超所值！雖然因為618,京東物流不給力，等了幾天有點不耐煩，但是收到電視後全部打消了！資源也算豐富，運行速度也不錯！這次自己真的選對了！也非常感謝客服耐心的解答，謝謝！",negative,,,
趕上618，微鯨電視有了大幅度的降價，硬體設定各方面都不錯，電視內容也比較豐富，基本比較火的資源都有，好評一下送一年會員，續費也不貴總體來說是一次滿意的購物，配送稍微有點慢，不過618也就理解。五星好評奉上。,negative,,,
價格欺詐，先把價格抬很好，然後降價，剛買了沒幾天，電視還沒怎麼體驗呢，又降了200。有點心塞。詢問客服，客服都不搭理的。物流師傅倒是不錯，只是物流公司不按約定時間送貨，隨意更改。,negative,,,
今天下午剛收到機器，送的掛件還沒到，因為迫不及待所以就自己安裝了底座，開機速度不是很快，視頻清晰度也沒有想像的好，有顆粒感，不過這個價格還算可以,negative,,,
京東物流慢了些，本來應該昨天送到的，結果今天才送到。電視還可以，稍微有點延遲，性價比很高。,negative,,,
看了幾天了，感覺棒棒的，當時買這個電視看中兩點，第一是售後只換不修，第二是硬屏，沒想到買回家之後效果這麼好，電視這個東西都差不多，系統內容很豐富，就是送貨的物流不給力，其餘的好評！！！請忽視家裡的小亂,negative,,,
老實說挺不錯的！就是物流太慢了。都申請退貨才來,negative,,,
買個了5000塊的的電視，結果因為客服問題。電視到了幾天放等個掛架。你掛架和電視分開送就算了，明明是下單就可以登記發貨掛架的。結果跟我說收到貨才登記。就算收貨登記也就算了，發貨還要7個工作日。這是什麼概念？起碼12天。垃圾的微鯨，再也不買你們產品了,negative,,,
首先買之前對比了樂視、小米、暴風等品牌，幾者各有千秋，樂視配置比較高（3g+16g）的，而且處理器架構是A72，但螢幕是全高清的，超清的價位較高；小米4A55寸的也不錯，只是標配版(是2g+8g)；暴風的可分離升級，功能強大，價位合適，真心不錯，但缺少地面波介面。綜合考慮所以選擇這款微鯨的了！(就是應該加強物流配送速度和送貨員的專業水準)！,negative,,,
微鯨的性價比非常好，一開始，猶豫很久，最後選擇了微鯨，沒有失望，這個價格買4K，而且是55寸的。購買的時候還在黑色和金色之間猶豫了一下，相同配置，到手後發現金色非常大氣上檔次，有一點要提就是買電視不僅僅是買配置了，節目資源的整合也是挑選電視的50%，而資源內容方面瞭解之後微鯨做的還是很不錯的，然後就根據空間情況選購。總之這次購物體驗還是不錯的。一開始物流配送發錯了貨，折騰了兩天，昨晚收貨，接電開機註冊成功，今天看了一下，暫時沒遇到的問題。就電視本身來說我還是比較喜歡的。好評！,negative,,,
先吐槽一下物流跟網站。訂單上寫的配送時間8點到18點，約了好幾次， 每次都說下午四點半就結束了，拖了一周，約定週六9點，來的時候都十點半了。開機後，在電視上掃碼註冊帳號，用微信、qq、微信、手機號試了很多次，一提交就顯示空白頁面，換網站操作也一樣。打客服電話，客服只會重複一樣的話，最後還是線上客服微微幫忙註冊的。電視本身不錯，畫面跟音響都可以，連接聯通ip電視、硬碟、電腦都沒問題，播放很流暢。而且介面都在一側，插拔很方便。自己裝的底座，電視太大不是特別穩定，準備換成掛架。,negative,,,
相當不錯的電視，就是下雨天送貨慢了點，等到晚上才送貨,negative,,,
新做牌子，對比了小米4A，感覺小米的東西那價不會用什麼好東西，看了微鯨的評價不錯，到手東西還是不錯哦，網上下載了幾個4K電視試試效果不錯，IPS硬屏不錯，說好送的掛架沒有送，京東送貨超級慢，送了3天，說好賠的2000京豆也沒有到賬，京東服役越做越差了，希望產品可以用很久,negative,,,
在幾個互聯網品牌裡選這個，主要是聽說沒有廣告，內容也可以 由於本人沒在家，家裡人簽收的，電話裡說電視不錯。 但是要吐槽下物流有點慢，第三天才到， 還有就是15000的預約賣500嚇得我淩晨00.00.00下單結果中午還沒賣完，有點無語,negative,,,
暫時沒發現問題，正常使用，但是在機器頂部有4個黑點，就不退了，不影響使用，但是一個禮拜了到現在掛架還沒送給我，不知道啥原因。音響不錯，但是大概什麼動態的功能後畫面變暗了。,negative,,,
自己安裝特別簡單..清晰度很好.我爸媽倆老都說不錯，試了語音遙控還可以.就是音樂不能語音遙控--音響真心的不咋樣，有待提升--可能是6.18原因吧物流特別特別慢！總體感覺上還是老人家說還可以-都可以簡單的操作。,negative,,,
618淩晨一點買的，上午客服打電話確認，晚上六點多就送來了，措手不及、送貨上樓沒得說還沒試過。京東掛架沒有了，客服補發，態度還不錯！東西很棒！順便提一句：我記得618這款安裝免費，怎麼安裝客服說還要100的安裝費！？一會問客服,negative,,,
安裝還要另外收費，這點不滿意,negative,,,
安裝師傅不給力_,negative,,,
不錯剛開始覺得顏色不好，有點失真。後來發現人機對話功能不錯。就是沒有售後安裝服務這點不太好,negative,,,
差評，一星不能再多了，給老人買的，售後安裝真是無語，像求大爺一樣，一直沒給安裝，最後還是找了個修電視的熟人給安裝的,negative,,,
電視剛剛安裝好了，這個分數並不是對電視機本身的，而且針對服務的。我打400預約安裝，並說明我有掛架的情況下，客服告知微鯨的掛架品質有保障，我答覆可以讓安裝人員帶來，我比較之下再做出選擇。本地安裝人員聯繫我後需要我確定是否需要掛架，因為掛架需要他們墊付，如果不要他們就不向成都申請，基於此，我就答覆其不需要掛架，僅僅安裝，並且安裝人員也明確如果安裝的話就100元，結果相隔一個小時後，安裝人員告知我自己的掛架微鯨明確不予安裝。我認為微鯨的服務真的需要加強，並不是說自己硬實力有了軟實力就不需要了，或許這個電視壞了以後我就會選當地語系化服務好的品牌了。,negative,,,
電視清晰度還不錯，音響效果好，曲面時尚，希望不要容易出故障！售後安裝服務太差，投訴後也沒有回饋，讓人擔憂以後的服務！,negative,,,
電視外觀還不錯，直接看電視臺的節目挺清晰的，不過不知道為啥看網路上的東西清晰度就不是很高了。下單就送貨了電視送貨挺快的，不過送的壁掛架等了一周才送過去，電話問過說的第二天就能到，所以預約了安裝人員，最後自己又花錢買了一個壁掛架，這個有點坑了。等試用之後再追加評價吧！,negative,,,
東西很不錯，但是，能否吐槽下微鯨為了省成本HDMI線也沒有，電源線過短導致我只能走明線，但是總體來講還是物有所值，好評，自己慢慢裝應用玩吧，安裝略貴，一台169，另外不管買幾台，會員只送一年。,negative,,,
東西送貨超快的，已經在試用，音質不錯，但是不提供免費安裝服務讓人確實太鬱悶了，之前買的聯想和樂視電視都提供免費安裝服務的，互聯網品牌還是不行。售後堪憂,negative,,,
非常不錯，第三次買了 這次介紹給同學的。起先，知名度不高 懷著忐忑的心情，結果一直好，就是掛架比較貴，年費還漲了199，現在299了。,negative,,,
給的分低主要是因為2點，第一，貨送到了就沒下文了，既沒有人聯繫安裝，也沒有人過問是否有問題！第二，開機廣告的時間我已經是無語了，果斷低分！！！ 待後期追評其他問題,negative,,,
很好，很清楚，很滿意，就是裝掛架收費有點貴,negative,,,
快遞非常速度！昨晚11點半下的單，及時收到短信確認後今天中午就收到實物了，贊一個送貨的速度！ 上門後告知安裝掛壁要另外加收50塊，因為原有的機器已經有掛架，因此不要求掛裝了，就支架放置就OK了， 之前一直猶豫要不要再一次入手國產牌子的電視機，因為剛剛壞的就是國產牌子TCL，還不到3年就螢幕顯示模糊了，一直在夏普跟微鯨之間搖擺！知道這個牌子也是同學介紹的，他之前購買的三星後新居入夥換微鯨的，說性價比高，品質也不差，最後選擇再一次支持國貨！希望不會讓我再一次失去信心！期待微鯨的表現！ 剛剛收到還沒調試好。目前表現還算OK。 支持國貨！,negative,,,
網購這麼久第一次給差評，機器前天送到的。掛架昨天送到的。前天晚上8點17分打售後電話預約安裝。售後一直沒有和我們聯繫！老公早上又自己打電話去主動聯繫，售後說他們系統沒有登記，讓我們等著他們再安排，我就和京東售前聯繫，售前也不管，只會像複讀機一樣讓我自己找售後.。真是夠了，實在忍不了給了差評。要買的親慎重，東西我確實還沒有用不知道效果，但是服務確實不敢恭維，受得氣的再考慮購買哈！本來一星也不想給，但是選擇不了零星！氣的我胃疼,negative,,,
微鯨售後不咋的，到貨後預約安裝兩天半才上門，打了六次電話催促，真是煩死了。,negative,,,
真的是超級速度的，給力的不要不要的，給京東點贊啊。就是還沒安裝，問了客服說是如果不是微鯨指定的掛架就不免費安裝，真的是搞不懂，都是京東一起換購加價下單的，什麼是指定，沒有明指啊，那不管要不要掛架是不是也應該免費安裝啊。囧o(╯□╰)o,negative,,,
自己先裝了底座還不錯啦，就是預約安裝掛架時客服小姐姐竟然說查不到這個型號，其它沒什麼問題，如不好看追評咯,negative,,,
1.機子看了5天了，挺好的，符合描述的硬屏，大屏，較薄，14kg。 2.畫面清晰，贈送一年的會員，可以看騰訊VIP，但是只有超清影片才能體現4k的畫質。 3.可以通過小鷹直播看電視直播，系統自帶，但是某些電視臺的畫質非常不好。 4.遙控器簡潔好用，如圖。但是贈送手環是行銷手段，諮詢客服說只有300名。早說.... 總體超值超值超值,negative,,,
618搶的，搶完就降價了，掛架等了七天才發過來，當初說的100E卡也沒有，客服也不理人，對客服真是沒有好感。,negative,,,
差評，6月1日下單，定的24號送貨，618的時候看到可以送支架，問客服我下的訂單是否送支架，當時想如果不送就重新下個單，客服回復說送。送貨的時候沒有收到支架，再問客服，客服說根據訂單編號查詢，不送支架，真是暈。第一次問你們的時候怎麼不根據訂單編號來查詢，就直接說送。等送貨了，又說不送，毫無信用可言。,negative,,,
第一次用這個品牌的電視，超出自己預想，非常物超所值！螢幕清晰，反應也算不錯，沒有明顯推遲。值得推薦！手環快來！ 但這次購物，京東超級cao dan！訂單被京東取消，完全沒有理由，打電話溝通很長時間才解決一個訂單，其他商品一直不回復。對京東失望,negative,,,
電視不錯，沒有壞點，漏光也基本看不出來，看了下電視劇，有點拖影，網上換個介面就好了，暫時沒試。京東的預約客服真的要給差評，沒經過我同意擅自把送貨時間改到星期五，害送貨大哥白跑趟。這裡要給送貨大哥好評，30幾度的天氣，大中午把電視扛到5樓,negative,,,
電視機反應比較快，自帶一年鉑金會員，多數視頻都可以免費觀看，4k電視和2k個人感覺清晰度區別不大，圖片是漏光測試。個別客服服務較差。,negative,,,
電視機太差了，系統反應好慢，圖像解析度也不行，送的藍牙手柄也連接不上，說好的手機投屏功能也用不了。客服態度惡劣，多問幾句就不耐煩。發的申通快遞也慢得要死。勸大家別買！真是花錢買氣受！氣死我了,negative,,,
買個了5000塊的的電視，結果因為客服問題。電視到了幾天放等個掛架。你掛架和電視分開送就算了，明明是下單就可以登記發貨掛架的。結果跟我說收到貨才登記。就算收貨登記也就算了，發貨還要7個工作日。這是什麼概念？起碼12天。垃圾的微鯨，再也不買你們產品了,negative,,,
買完電視後找京東客服和死的一樣，理都不理人，我現在嚴重懷疑售後，到時會不會裝死,negative,,,
首先不得不說這是一次糟糕的購物經歷，電視到手後外觀沒什麼問題，開機比較慢、大多片源都需要VIP許可權這可能是目前智慧電視的普遍特點。那麼問題來了，進入VIP領取，顯示裝置碼有問題，打電話給客服，共計43'27''這貨就沒說出個所以然。不承認有問題，說到關鍵問題就不吱聲。要是品質一般我忍了，客服就不能雇個懂點常識的嗎！總之我是不會再選微鯨的任何產品了。很認真的寫這段評論就是能給大家一個參考。因為售後可能會比產品更重要。,negative,,,
送之前跟客服說了提前兩小時叫師傅聯繫我 結果師傅打電話過來說要直接送來 立馬從單位趕回家結果等了送貨師傅將近一個小時 期間打了無數個電話 有被掛斷的有不接的 聯繫京東客服也沒人回應 然後好不容易送貨上門了 態度還不好 真的是醉了,negative,,,
網購這麼久第一次給差評，機器前天送到的。掛架昨天送到的。前天晚上8點17分打售後電話預約安裝。售後一直沒有和我們聯繫！老公早上又自己打電話去主動聯繫，售後說他們系統沒有登記，讓我們等著他們再安排，我就和京東售前聯繫，售前也不管，只會像複讀機一樣讓我自己找售後.。真是夠了，實在忍不了給了差評。要買的親慎重，東西我確實還沒有用不知道效果，但是服務確實不敢恭維，受得氣的再考慮購買哈！本來一星也不想給，但是選擇不了零星！氣的我胃疼,negative,,,
為了個搖控才曬的單，在官網店拿了好幾十台電視了，記得我進手第一台電視時的客服都是搶著回答問題和服務的，可是還沒到兩年，好像微鯨的初心變了，每次和客服交流對話都是和像機器人一樣死板。做為客服無法為客戶帶來好的體驗，這是作為客服的悲哀。但是微鯨的電視品質還是有保證的，拿了那麼多台電視機，就只是壞個了搖控，畫質和色彩也還行。就是現在漲價漲的厲害。再一個是二代的電視的腳比一代的不方便。最後祝微鯨越來越好，成長的同時別忘了初心。,negative,,,
最差勁的一次購物，半顆星都不想給，電視無法領取會員客服都無法解決，讓打技術支援電話，打電話給技術支援，態度不錯，告訴我也沒辦法解決，要下班了，第二天再找相關人員解決。電話過程中，旁邊其他客服聊天聲音特別大。 特別是京東回復客服，完全沒有替客戶解決問題的態度，微鯨客服嚴重需要培訓啊。太失望了，本來抱很大希望的。這台機器肯定是退貨後從新包裝了又直接發過來的。帳號已經被領取過了。,negative,,,
電視清晰度還不錯，音響效果好，曲面時尚，希望不要容易出故障！售後安裝服務太差，投訴後也沒有回饋，讓人擔憂以後的服務！,negative,,,
lj啊，剛過一個月就出了問題，卡機，進不去系統了，不能退了，給換了一個，悔不當初啊,negative,,,
電視挺大的，支架就2顆螺絲放不穩，擺電視櫃上一碰就搖搖晃晃，貓爬櫃子上碰了下電視直接掉地上碎屏了，不退不換，修理費3298元比新買還貴，無語,negative,,,
新電視拆開就開不了機，本來是想退 無奈牆上的掛架已經打洞安好了，只能申請換，現在還沒接到換貨的電話 還是選大牌子吧,negative,,,
一星都不值，六一收貨，六二開機（第三次開機）出現黑屏，拍照反應給京東，要求退貨，京東安排廠家售後檢測，檢測師傅上門開機，翻翻功能表，記錄sn碼，就得出結論機器正常，對您沒看錯就這麼簡單，這就是故障檢測。並且填寫服務單是可以塗改的，用語還是要向上面人請示的，按實際填寫好像還不行，這就是微鯨的售會。我直接拒簽了這個服務單。把服務單發出來大家看看，京東售後也看看是不是與你們收的回饋一致，我這是複印第三聯。順便把故障照片也發一下大家也看看。發這個評論時是六月十二日晚八點了。至今我還在等著結果。但願我這是個例，算我倒楣，說這麼多供大家參考吧。,negative,,,
電視挺大的，支架就2顆螺絲放不穩，擺電視櫃上一碰就搖搖晃晃，貓爬櫃子上碰了下電視直接掉地上碎屏了，不退不換，修理費3298元比新買還貴，無語,negative,,,
